"r no ","ACCESSION_NO","LANG_CODE","పుస్తకం పేరు ","బుక్ నేమ్ ","రచయిత ","పబ్లిషర్ ","PLACE_OF_PUB","PAGINATION","ITEM_RUPEES","YEAR_OF_PUB"
"35080","65763","TEL","సిరిదివ్వెలు ","SIRI DIVVELU","SRI RAMACHANDRA MURTHY KONDAMUDI","CHITTAREDDY PUBLICATIONS","KARNOOL","894.82731","175","14"
"35081","65764","TEL","సిరి సంపెంగ ","SIRI SAMPENGA","CHANDRASEKHAR KAMBAR","SAHITYA  ACADAMY","NEWDELHI","894.81421","84","60"
"35082","65765","TEL","సిరిడి సాయిబాబా జీవిత చరిత్ర ","SIRIDISAIBABA JEEVITA CHARITRA","రాధా RADHAMANOHARAN","NAVARATNA BOOK CENTER","V IJAYAWADA","922.45","175","20"
"35083","65766","TEL","సిరిమాల చరిత్రము","SIRIMAALA CHARITRAMU","BASAVASANKARA CHADUVULA","AARULA CHENNAMALLAYAH","REPALLI","894.82727","31","0.4"
"35084","65767","TEL","సిరిమల్లి ","SIRIMALLI","ADHIVISHNU","EMSCO","MACHILIPATNAM","894.82731","139","3.5"
"35085","65768","TEL","సిరిమువ్వలు ","SIRIMUVVALU","MURALIKRISHANA KAPPAGANTULA","CHINTALAPATI MURALIKRISHNA","SRIKAKULAM","294.535","80","30"
"35086","65769","TEL","సిరియాల చరిత్రము ","SIRIYALA CHARITHRAMU","కొత్తపల్లి సూర్యారావు SURYARAO KOTTAPALLI","NANNAYA BHATTARAKA VILASA SAMITHI","CHENNAPURI","894.11","28","6.2"
"35087","65770","TEL","శిష్ట సాహిత్యంలో జనపధధోరణులు  ","SISHTA SAHITHYAMLO JANAPADADHORANULU","BHRAHMANANDA HS","ACHRYA HS","ANANTAPURAM","894.827101","192","45"
"35088","65771","TEL","శిష్ట సాహిత్యంలో జానపద విజ్ఞాన ధోరణులు","SISHTA SAHITYAMLO JAANAPADA VIGNANA DHORANULU","RAMACHARYULU KAVI","BISUNDARAVALLI","HYDEABAD","398.8","268","50"
"35089","65772","TEL","శిశు , కుమార సంవర్ధనము ","SISHU KUMARA SAMVARDHANAMU","SESHAMMA N V","TELUGU AKADAMI","HYDERABAD","612.65","142","5.5"
"35090","65773","TEL","శిశు, కుమారసంవర్ధనము ","SISHU KUMARA SOVARDHANAMU","SESHAMMA N V","TELUGU AKADAMI","HYDERABAD","649","279","11"
"35091","65774","TEL","శిష్యపధము (అనిభిసైంట్ అమ్మవారి దిష్యత్ ఆఫ్ డిసైపిల్ షిప్ అను ఇంగ్లిష్ అనువాదము)","SISHYAPADAMU (ANIBISAINTAMMAGARI DISHYAT OFDISYPHILSHIPANUENGLISH ANUVADAMU)","KAMARAJU KESAVARAPU","VASANTAINSTITUTE","ADAYARU","080.954","135","1.8"
"35093","65776","TEL","సిస్టర్ సుజాత","SISTER SUJATHA","SURI GN","NAVASAHITI BOOK HOUSE","VIJAYAWADA-2","894.827","248","8"
"35094","65777","TEL","శిశు బాలరోగాలు ","SISU BALA ROGALU","LAXMINARASIMHARAO LANKA","L KRISHNA","KAKINADA","615.53281","106","10"
"35095","65778","TEL","శిశుహత్య ","SISUHATYA","సోమరాజు రామానుజరావు RAMANUJARAO SOMARAJU","SARASWATI BOOK DEPO","VIJAWADA","894.827313","175","1.8"
"35096","65779","TEL","శిశుమనో విజ్ఞానం ","SISUMANOVIGNANAM","KUPPUSWAMY .B","VAVILLA RAMASWAMY PRACHAURANA","మద్రాస్","155.4","285","7"
"35098","65781","TEL","సిసుపాలవధఖ్యం మహాకావ్యమ్ ","SISUPALA VADHAKHYAM MAHAKAVYAM","MAGHUDU","VAVILLA RAMASWAMY SASTRULU AND SONS","CHENNAPURI","491","208","1"
"35099","65782","TEL","సీతా చరితం ","SITA CHARITAM","RANGACHARYULU DASARADHI","EMESKO BOOKS","VIJAYA WADA","894.82711","398","150"
"35100","65783","TEL","సీతా జీవిత చరిత్ర ","SITA JEEVITA CHARITRA","LATA","NAGESHWARA PUBLICATIONS","VIJAYAWADA","894.827","7.5","240"
"35103","65786","TEL","సీతా కల్యాణము ","SITA KALYANAMU","సుబ్రహ్మణ్య శాస్త్రి SUBRAHAMANYA SASTRI PISUPATA","BHARATI PRESS","RAJAHMUNDRY","894.8271","11","0.56"
"35104","65787","TEL","సీతా మొగుడెవరే ","SITA MOGUDEVARE","SUBRAHMANYAM CHALLA","CHARITA BOOK ENTERPRISES","HYDERABAD","894.82731","356","45"
"35105","65788","TEL","సీత పుట్టిన దేశము ","SITA PUTTINA DESAMU","SRIVATSA","RAJARAJESHWARI PUBLICATIONS","VIJAYAWADA 002","894.827","262","11"
"35106","65789","TEL","సీతారామయనము ","SITARAMAYANAMU","రవి సీతాదేవి RAVI SITADEVI","RAVI & BROTHERS","SRIKAKULAM","894.82711","166","2"
"35107","65790","TEL","సీతాతో సినీమాకి ","SITATHO CINEMAKI","CHANDUR  N R","KONDAPALLI VEERA VENKAIAH AND SONS","RAJAHMUNDRY","894.82732","90","1"
"35108","65791","TEL","సీత కళ్యాణం","SITHA KALYANAM","NAGAMANI KOPPISETTY","DIVYA SAI PUBLICATIONS","NELLORE 1","894.82731","242","36"
"35109","65794","TEL","శీతోష్టస్థితి శాస్త్రము ","SITOSHTASTHITHI SASTRAMU","VIDYANATH V","TELUGU AKADAMI","HYDERABAD","551.6","137","5.25"
"35110","65795","TEL","శివ కన్య ","SIVA KANYA","పడాల PADALA","ANDHRAPRADESH PUBLICATIONS","RAJAHMUNDRY","894.827313","208","6"
"35111","65796","TEL","శివకర్ణామృతమ్ ","SIVA KARNAMRUTHAM","SANYASIRAO GOVELA","G SANYASIRAO","GOLLAPROLU","894.82713","120","6"
"35113","65798","TEL","శివ మహిమ్నః దేవీ మహిమ్నః స్తోత్రము ","SIVA MAHIMNHA DEVIMAHIMNHA STOTRAMU","MRUTYUNJAYARAO JONNALAGADDA","RACHAITA","RAJAHMUNDRY","294","44","10"
"35114","65799","TEL","శివ మహిమ్న్హ స్తోత్రం ","SIVA MAHIMNHA STOTHRAM","MRUTYUMJAYARAO JONNALAGADDA","RACHAITA","RAJAHMUNDRY","294","44","10"
"35115","65800","TEL","శివమత్మ్య (ఖండము )","SIVA MHATMYA (KHANDAMU)","పలవజ్ఘుల శ్రీరామశర్మ SRIRAMASARMA PALAVAJGHULA","SRI SIVA MAHTMYA BHAKTHI PRACHARNA SANGHAM","BHADRAచలం CHALAM","294.5","240","6.5"
"35116","65801","TEL","శివ పంచక్సరి మంత్రర్ధము ","SIVA PANCHAKSARI MANTRARDHAMU","NAGA BRAHMAMU PAVULURI","TRIVENI PUBLISHERS","MACHILIPATNAM","294.543","63","2"
"35117","65802","TEL","శివ పురాణ మహాత్మ్యం ","SIVA PURANA MAHATMYAM","బుచ్చయ్యశాస్త్రి BUCHAYYASASTRI","KASYAPA KUTIRAMU","RAJAMANDRY","294.5925","32","0.5"
"35118","65803","TEL","శివ రంజని ","SIVA RANJANI","CHINMAYA BRAHMAKAVI CHEBOLU","AVANTHI PUBLICATION","RAJAHMUNDRY","894.827132","67","3"
"35119","65804","TEL","శివరంజని ","SIVA RANJANI","RAMACHANDRARAO KAVALIPURAPU","RACHITA","ATHILI","894.82717","94","12"
"35120","65805","TEL","శివ శక్తి ","SIVA SAKTHI","ABHYUDAYA SRI","RAVITEJA PUBLCATIONS","VIJAYA VADA 2","894.827213","108","15"
"35121","65806","TEL","శివ   సన్నతి ","SIVA SAMNATHI","VEERAVENKATA SATYANARAYANA  MURTHI NAMUGURU","NAMUDORI SURYAKUMARI","KOMAVAPALLI","294.535","30","11"
"35122","65807","TEL","శివ శతకము ","SIVA SATAKAMU","దేవరకొండ సూర్యనారాయణ మూర్తి SURYANARAYANAMURTHI DEVARAKONDA","RACHAITHA","KOVVUR","894.827152","30","1"
"35123","6581","TEL","శివార్పణము (శివాజీ అధ్యత్మక కథ )","SIVAARPANAMU (SIVAJI ADHYTMAKA KATHA)","SATYANARAYANA SRAVVANADHA","CHATRAPATHI SIVAJI RAJYA NIRVAHANA","HYDERBAD","894.827312","60","4"
"35126","65826","TEL","శివభక్తి విజ్ఞాన తత్సవిజ్ఞాన కీర్తము ","SIVABHAKTHA VIGNANA THATHSAVIGNANA KIRTAMU","VENKATAవేద VEDHANTA VIGNANA KAVI","BALLA VENKATAవేద VEDHANTHA VIGNAN KAVI","MANDAPETA","894.827166","122","1"
"35127","65827","TEL","శివకన్య మొదటిభాగము ","SIVAKANYA VOL 1","పడాల PADALA","ANDHRASRI PUBLICATIONS","RAJAMUNDRY","894.827312","198","4"
"35128","65828","TEL","శివమానసికపూజ ఆత్మవిధ్యవిలాసము వేదాంతగీతములు ","SIVAMAANASIKA POOJA ATMAVIDHYA VILAASAMU VEDAANTA GEETAMULU","వెంకటశాస్త్రి VENKATASASTRI MANDALEEKA","VENKATRAMA AND CO","VIJAYAWADA","294.53","61","0.4"
"35130","6583","TEL","శివనందలహరి ","SIVANADALAHARI","సురాబత్తుల సూర్యనారాయణ SURYANARANA SURABATTULA","KARRA ACCHAYYA AND SONS","RAJAHMUNDRY","181.482","58","0.8"
"35132","65832","TEL","శివనంద లేఖలు ","SIVANANDA LAEKHALU","SIVANANDA SARASWATHI","DIVYA JIVANA SANGAM","SIVANANDA NAGAR","181.45","120","6"
"35133","65834","TEL","శివనంద లహరి","SIVANANDA LAHARI","APPALACHARYULU BASYAM","NANDANANDANA PRACHUANALU","KAKINADA","181.48","94","0.6"
"35135","65836","TEL","శివానంధ లహరి","SIVANANDA LAHARI","SRI RAMAMURTHY DHULIPAL","BHUVANA VIJAYA PUBLICATIONS","VIJAYA WADA","181","79","12"
"35136","65837","TEL","శివనంద సరస్వతి వైభవం ","SIVANANDA SARASWATHI VAIBHAVAM","GURAVAYYA MALLELA DR","RACHAITA","MADANAPALLE","922","101","20"
"35137","65838","TEL","శివనంద సౌందర్యలహారులు ","SIVANANDA SAUNDARYALAHARULU","పురాణపండ రాధాకృష్ణ మూర్తి RADHAKRISHNA MURTHY PURANAPANDA","LAKSHMINARAYANAMMA","RAJAHMUNDRY","294.5311","102","5"
"35138","65839","TEL","శివనందలహరి ","SIVANANDALAHARI","VEDANANDHA","UJGHALA JAGANNADAM","RAYAGADA","891.21","50","0.75"
"35140","65841","TEL","శివనంధ లహరి ","SIVANANDHA LAHARI","LAKSHMI NARASIMHA SASTRI MALLADHI","C V  KRISHNA BOOK DEPO","మద్రాస్","894.827","119","3"
"35141","65842","TEL","శివనందుల మేల్కొలుపు ","SIVANDULAMELKOLUPU","SIVANNDA","BANDARU PAPARAO","TADEPALLI","294.5","36","0.5"
"35147","65848","TEL","శివను గ్రహము ","SIVANU GRAHAMU","RAMALINGఈశ్వరరావు ESWARARAO TUMMALAPALLI","MUNIRAO VEEDI","CUDDAPAH","928.94827","56","1.5"
"35148","65849","TEL","శివనుగ్రహము పితృయజ్ఞము ","SIVANUGRAHAMU PITRUYAGNAMU","RAMALINGESWARRAO TUMMALAPALLI","TUMMALAPALLI RAMALINGESWRRAO","ANAKAPALLI","894.8271","56","1.5"
"35149","6585","TEL","శివ రణజని ","SIVARANJANI","RAMACHANDRARAO KAMPU","TARALIPURAPURACHANDRARAO","ATHILI","894.82717","9","12"
"35150","65850","TEL","శివరంజని ","SIVARANJANI","CHINMAYA KAVI CHEBOLU","N K ESWARADU","RAJAHMUNDRY","894.827132","67","1"
"35151","65851","TEL","శివరాత్రి మాహత్యము ","SIVARATRI MAAHATYAMU","SRINADHUDU","ANDHRA SAHITYA PARISHAT","KAKINADA","894.827131","140","1.4"
"35152","65853","TEL","శివరాత్రి మహాత్మ్యము ","SIVARATRI MAHATMYAMU","శ్రీనాథుడు SRI NADHUDU","ANDHRA SAHITYA PARISATH","KAKINADA","894.827132","116","2.5"
"35153","65854","TEL","శివరాత్రి పరతత్వము","SIVARATRI PARATATWAMU","SATYANARAYANA ESWARA","SADAVA GRANDA MANDALI","TENALI","294.543","70","0.8"
"35158","65862","TEL","శివారెడ్డి కవిత్వం పరిణామ వికసలు ","SIVAREDDY KAVITVAM PARINAMA VIKASALU","శివరామకృష్ణ SIVARAMAKRISHNA PENNA","VISALANDHRA  PUBLICATIONS HOUSE","HYDRABAD","894.82718","136","40"
"35159","65863","TEL","శివశీలము","SIVASEELAMU","మాచిరాజు దుర్గశంకరమాత్యుడు DURGASANKARAMATYUDU MACHIRAJU","CHERUKUVADA RAMAYYA","RAJAMUNDRY","891.462","152","1"
"35161","65867","TEL","శివస్తుతి చింతామణి ","SIVASTHUTHI CHINTHAMANI","VISWANADENDRA SARASWATHI SWAMY","KHEM RAJ SRI KRISHNA SRESHTHI","BOMBAY","294","53","0.4"
"35165","65870","TEL","శివతాండవం ","SIVATANDAVAM","GIRIJASRI BHAGAVAN","JP PUBLICATIONS","VIJAYAWADA 3","894.82731","260","36"
"35166","65871","TEL","శివుడి చమత్కారం","SIVUDI CHAMATKAARAM","RAVIKUMAR T","SRI LALITHA MAHALAKASHMI AJANEES","VIJAYAWADA","894.82732","24","15"
"35167","65872","TEL","స్కూప్లర్ ","SKUPLAR","LAXMINARASIMHARAO LANKA","L KRISHNA","KAKINADA","615.532","150","6.5"
"35170","65876","TEL","శ్లో కరుడ్రమ్ ","SLOWKఆరుద్ర ARUDRAM","VEERARAMA SWAMI TEDITATALA","SADANA GRANDAMANDALI","TENAL;I","294.53","34","2"
"35171","6588","TEL","స్మాల్ స్కేల్ ఇండస్ట్రీస్ ","SMALL SCALE INDUSTRIES","AMBADIPUDI","PIRAMID BOOKS","`HYDERABAD","338.642","180","13"
"35174","65883","TEL","స్మాల్ స్కిల్ ఇండస్ట్రీస్ ","SMALL SKILL INDUSTRIES","AMBADIPUDI","AMBADIPUDI PUBLICATIONS","VIJAYAWADA","338.642","360","45"
"35179","65890","TEL","స్మాల్ స్కిల్ ఇండస్ట్రీస్ కుటీర పరిశ్రమలు ","SMALL SKILL INDUSTRIES KUTIRA PARISRAMALU","PHANI SRI","BALAJI BOOK DEPO","VIJAYAWADA","338.642","251","25"
"35181","65892","TEL","స్మశానం ","SMASANAM","PRASANTARAM R","R N R PUBLISHERS","SECUNDERABAD","894.827213","72","3"
"35183","65894","TEL","స్మోకింగ్ డ్రింకింగ్ డ్రగ్స్ మానడం ఎలా ?","SMOKING DRINKING DRUGS MANADAM ELA","RAVU T S","గౌతం GOWTAM PUBLISCATIONS","V IJAYAWADA1","613.8","167","15"
"35184","65895","TEL","స్మృతి గీతా ","SMRUTHI GEETA","VEDAVATHI C","C VEDAVATI","HYDERA BAD","920.720954","113","20"
"35185","65896","TEL","స్మృతి కాలపు స్త్రీలు ","SMRUTHI KALAPU STRILU","PURUSHOTTAM JATAVALLABHULA","ANDHRA GEERVANA VIDYA PITHAM","KOVVURU","305","212","0.1"
"35186","65897","TEL","స్మృతి కినంకమ్ ","SMRUTHI KINAMKAM","RAMARAO CHEKURI","VISALANDHRA BOOK HOUSE","HYDERABAD","894.827106","217","60"
"35187","65898","TEL","స్మృతి పదంలో","SMRUTHI PADAMLO","VIJAYALAKSHMI PATABANDA","అరుణ పబ్లిషింగ్ హౌస్, విజయవాడ ","VIJAYAWADA 002","894.827","152","5"
"35188","65899","TEL","స్మృతి రేఖలు","SMRUTHI REKHALU","SRINIVASARAO KADEPUDI","DP ABYUDAYA RACHAITASANCHAM","GUNTUR","928.94827","209","16"
"35190","65901","TEL","స్మృతి సాహిత్యంలో ఈ శతాబ్ధి గొప్ప రచయిత డాక్టర్ రావూరి బరద్వాజ్ ","SMRUTHI SAHITHYAM E SATABDHI GOPPA RACHAITHA DOCTOR DAVURI BARADWAJ","SUDHAKAR PATNALA","VISALANDHRA BOOK HOUSE","HYDERABAD","928.9482732","138","50"
"35191","65902","TEL","స్మృతులు ","SMRUTHULU","KRISHNA MURTHY DURBHA","MARKISTU ADYANA VEDIKA","HYDERA BAD","923","148","8"
"35197","65909","TEL","స్నేహబంధం ","SNEHA BANDHAM","SATYANARAYANARAO ANGARA","EMESCO","MACHILIPATNAM","894.827313","184","2"
"35199","65910","TEL","స్నేహ భాంధవి ","SNEHA BANDHAVI","SUVARNAKANNAN RAVINUTUAL","NEELIMA PUBLICATION","VIJAYA WADA","894.82731","192","16"
"35200","6592","TEL","స్నేహ దేహవళి ","SNEHA DEVHAVALI","RAMAKRISHNA MIRIYALA","BHARATA BOOK PRACHURANALU","ELURU","894.827","149","6"
"35202","65926","TEL","స్నేహ ధర్మం ","SNEHA DHARMAM","VENKATA SUBBARAO ALAPARTI","DEEPTHI  PUBLICATIONS","ANGALAKUDURU","894.827167","48","2"
"35203","65927","TEL","స్నేహ ఫలము 4 5 6 ఫారములకు ","SNEHA FALAMU 4 5 6 FARAMULAKU","విశ్వనాథ సత్యనారాయణ SATYANARYANA VISWANADA","UMAPATHI PUBLISHERS","VIJAYAWADA","894.82731","144","1.4"
"35204","65928","TEL","స్నేహమే దైవం ","SNEHA ME DAIVAM","కొడాలి సాంబశివరావు SAMBASIVARAO KODALI","NAVARATNA BOOK CENTER","VIJAYAWADA","894.82732","48","3"
"35205","65929","TEL","స్నేహఫలం ","SNEHA PHALAM","విశ్వనాథ సత్యనారాయణ SATYANARAYANA VISWANADHA","UMA PUBLICATION","VIJAYA WADA","894.8273`","144","1.4"
"35210","65937","TEL","స్నేహ ప్రియ ","SNEHA PRIYA","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","NAVA BAHRATH BOOK HOUSE","VIJYAWADA","894.82731","248","20"
"35212","65940","TEL","స్నేహ సూక్తం ","SNEHA SUKTHAM","VEDAVATHI C","C GOKUL PUBLICATIONS","HYDERA BAD","894.108","160","60"
"35213","65941","TEL","స్నేహాభిరామం ","SNEHABHIRAMAM","ANASUYA","ఎమోస్కో మచిలీపట్నం","MACHILIPATNAM","927.91","47","2"
"35214","65942","TEL","స్నేహాభిషేకం ","SNEHABHISHEKAM","KABBAYYA MAKKENA","SRIKRANTHI BOOK HOUSE","VIJAYA WADA","894.827213","100","8"
"35215","65946","TEL","స్నేహలత ","SNEHALATHA","సులారి రాజగోపాలము RAJAGOPALAMU SULARI","RACHAYITHA","NIDADAVOLU","894.8274","30","0.3"
"35216","65947","TEL","స్నేహం ప్రేమ ","SNEHAM PREMA","కృష్ణకుమార రవి KRISHNAKUMAR RAVI","VARALAXMI PUBLICATIONS","మద్రాస్","894.827","271","12"
"35217","65949","TEL","స్నేహతత్వము ","SNEHATATVAMU","సొలస బసవరాజు BASAVAYYA SOLASA","RACHAITHA","RAJAMANDRY","894.82717","43","0.6"
"35221","65968","TEL","స్నేహితురాలిని సంపాదించడం ఎలా ","SNEHITHURALNI SAMPADINCHADAM ELA","గోపీచంద్ GOPICHAND TRIPURANENI","NAVA JYOTHI  PUBLICATIONS","VIJAYAWADA","158.25","80","14"
"35222","6597","TEL","స్నేహితులు శత్రువులు ","SNEHITULU SATRUVULU","RAMAKRISHNA నండూరి NANDURI","I B H PRAKASAHANA","BANGALORE","894.82732","30","3"
"35223","65989","TEL","స్నూకర్ ","SNUUKAR","SYAM BABU","VANI PUBLICATION","V IJAYAWADA","794.735","48","5"
"35224","65990","TEL","శోభకృతు ","SOBHAKRUTHU","కోడూరి కౌసల్యదేవి KOUSALYADEVI KODURI","NAVAJYOTHI PUBLICATINS","VIJAYAWADA","894.827323","178","6"
"35225","65991","TEL","సోషలిజం కమ్యూనిజం ","SOCIALISAM COMMUNIJAM","SATYANARAYANA KAMBHAMPATI","VISALANDHRA PRACHURANALAYAM","VIJAYAWADA","335.43","423","4"
"35227","65993","TEL","సోకియాలిశాం ఓనమాలు ","SOCIALISAM ONAMALU","SATYANARAYANA KORATALA","PRAJA SAKTHI BOOK HOUSE","VIJAYA WADA","335","62","3"
"35228","65994","TEL","సోషలిజం ఓనమాలు ","SOCIALISAM ONAMALU","HUBARMAN SIBIL","PRAJA SAKTHI BOOK HOUSE","VIJAYAWADA","894.8273351","62","3"
"35229","65995","TEL","సోషలిజం ఊహ జనితము శాస్త్రీయము ","SOCIALISAM UHA JANITHAMU SASTRIYAMU","FREDERIC ANGELS","PRAJA SAKTHI BOOK HOUSE","VIJAYAWADA","335","64","1.5"
"35230","65996","TEL","సోషలిజం వైపుకు చైనా స్త్రీలు ","SOCIALISAM VAIPUKU CHAINA STREELU","LEELA SUNDARAYYA","PRAJA SAKTHI BOOK HOUSE","VIJAYAWADA","305.420951","29","0.75"
